"calendar_date","domain_name","domain_score","weekday_flag","previous_day_score","previous_comparable_day_score"
"2026-07-23",Responsibilities,,1,18.33,10.43
"2026-07-24",Time,,1,11.76,12.35
"2026-07-24",Diet,,1,20.0,20.0
"2026-07-24",Physiology,,1,15.71,16.0
"2026-07-24",Responsibilities,,1,18.33,10.43
"2026-07-25",Time,,0,11.76,11.76
"2026-07-25",Diet,,0,20.0,20.0
"2026-07-25",Physiology,,0,15.71,15.71
"2026-07-25",Responsibilities,,0,18.33,18.33
"2026-07-26",Time,,0,11.76,11.76
"2026-07-26",Diet,,0,20.0,20.0
"2026-07-26",Physiology,,0,15.71,15.71
"2026-07-26",Responsibilities,,0,18.33,18.33
"2026-07-27",Time,,1,11.76,12.35
"2026-07-27",Diet,,1,20.0,20.0
"2026-07-27",Physiology,,1,15.71,16.0
"2026-07-27",Responsibilities,,1,18.33,10.43
"2026-07-28",Time,,1,11.76,12.35
"2026-07-28",Diet,,1,20.0,20.0
"2026-07-28",Physiology,,1,15.71,16.0
"2026-07-28",Responsibilities,,1,18.33,10.43
"2026-07-29",Time,,1,11.76,12.35
"2026-07-29",Diet,,1,20.0,20.0
"2026-07-29",Physiology,,1,15.71,16.0
"2026-07-29",Responsibilities,,1,18.33,10.43
"2026-07-30",Time,,1,11.76,12.35
"2026-07-30",Diet,,1,20.0,20.0
"2026-07-30",Physiology,,1,15.71,16.0
"2026-07-30",Responsibilities,,1,18.33,10.43
"2026-07-31",Time,,1,11.76,12.35
"2026-07-31",Diet,,1,20.0,20.0
"2026-07-31",Physiology,,1,15.71,16.0
"2026-07-31",Responsibilities,,1,18.33,10.43
"2026-08-01",Time,,0,11.76,11.76
"2026-08-01",Diet,,0,20.0,20.0
"2026-08-01",Physiology,,0,15.71,15.71
"2026-08-01",Responsibilities,,0,18.33,18.33
"2026-08-02",Time,,0,11.76,11.76
"2026-08-02",Diet,,0,20.0,20.0
"2026-08-02",Physiology,,0,15.71,15.71
"2026-08-02",Responsibilities,,0,18.33,18.33
"2026-08-03",Time,,1,11.76,12.35
"2026-08-03",Diet,,1,20.0,20.0
"2026-08-03",Physiology,,1,15.71,16.0
"2026-08-03",Responsibilities,,1,18.33,10.43
"2026-08-04",Time,,1,11.76,12.35
"2026-08-04",Diet,,1,20.0,20.0
"2026-08-04",Physiology,,1,15.71,16.0
"2026-08-04",Responsibilities,,1,18.33,10.43
"2026-08-05",Time,,1,11.76,12.35
"2026-08-05",Diet,,1,20.0,20.0
"2026-08-05",Physiology,,1,15.71,16.0
"2026-08-05",Responsibilities,,1,18.33,10.43
"2026-08-06",Time,,1,11.76,12.35
"2026-08-06",Diet,,1,20.0,20.0
"2026-08-06",Physiology,,1,15.71,16.0
"2026-08-06",Responsibilities,,1,18.33,10.43
"2026-08-07",Time,,1,11.76,12.35
"2026-08-07",Diet,,1,20.0,20.0
"2026-08-07",Physiology,,1,15.71,16.0
"2026-08-07",Responsibilities,,1,18.33,10.43
"2026-08-08",Time,,0,11.76,11.76
"2026-08-08",Diet,,0,20.0,20.0
"2026-08-08",Physiology,,0,15.71,15.71
"2026-08-08",Responsibilities,,0,18.33,18.33
"2026-08-09",Time,,0,11.76,11.76
"2026-08-09",Diet,,0,20.0,20.0
"2026-08-09",Physiology,,0,15.71,15.71
"2026-08-09",Responsibilities,,0,18.33,18.33
"2026-08-10",Time,,1,11.76,12.35
"2026-08-10",Diet,,1,20.0,20.0
"2026-08-10",Physiology,,1,15.71,16.0
"2026-08-10",Responsibilities,,1,18.33,10.43
"2026-08-11",Time,,1,11.76,12.35
"2026-08-11",Diet,,1,20.0,20.0
"2026-08-11",Physiology,,1,15.71,16.0
"2026-08-11",Responsibilities,,1,18.33,10.43
"2026-08-12",Time,,1,11.76,12.35
"2026-08-12",Diet,,1,20.0,20.0
"2026-08-12",Physiology,,1,15.71,16.0
"2026-08-12",Responsibilities,,1,18.33,10.43
"2026-08-13",Time,,1,11.76,12.35
"2026-08-13",Diet,,1,20.0,20.0
"2026-08-13",Physiology,,1,15.71,16.0
"2026-08-13",Responsibilities,,1,18.33,10.43
"2026-08-14",Time,,1,11.76,12.35
"2026-08-14",Diet,,1,20.0,20.0
"2026-08-14",Physiology,,1,15.71,16.0
"2026-08-14",Responsibilities,,1,18.33,10.43
"2026-08-15",Time,,0,11.76,11.76
"2026-08-15",Diet,,0,20.0,20.0
"2026-08-15",Physiology,,0,15.71,15.71
"2026-08-15",Responsibilities,,0,18.33,18.33
"2026-08-16",Time,,0,11.76,11.76
"2026-08-16",Diet,,0,20.0,20.0
"2026-08-16",Physiology,,0,15.71,15.71
"2026-08-16",Responsibilities,,0,18.33,18.33
"2026-08-17",Time,,1,11.76,12.35
"2026-08-17",Diet,,1,20.0,20.0
"2026-08-17",Physiology,,1,15.71,16.0
"2026-08-17",Responsibilities,,1,18.33,10.43
"2026-08-18",Time,,1,11.76,12.35
"2026-08-18",Diet,,1,20.0,20.0
"2026-08-18",Physiology,,1,15.71,16.0
"2026-08-18",Responsibilities,,1,18.33,10.43
"2026-08-19",Time,,1,11.76,12.35
"2026-08-19",Diet,,1,20.0,20.0
"2026-08-19",Physiology,,1,15.71,16.0
"2026-08-19",Responsibilities,,1,18.33,10.43
"2026-08-20",Time,,1,11.76,12.35
"2026-08-20",Diet,,1,20.0,20.0
"2026-08-20",Physiology,,1,15.71,16.0
"2026-08-20",Responsibilities,,1,18.33,10.43
"2026-08-21",Time,,1,11.76,12.35
"2026-08-21",Diet,,1,20.0,20.0
"2026-08-21",Physiology,,1,15.71,16.0
"2026-08-21",Responsibilities,,1,18.33,10.43
"2026-08-22",Time,,0,11.76,11.76
"2026-08-22",Diet,,0,20.0,20.0
"2026-08-22",Physiology,,0,15.71,15.71
"2026-08-22",Responsibilities,,0,18.33,18.33
"2026-08-23",Time,,0,11.76,11.76
"2026-08-23",Diet,,0,20.0,20.0
"2026-08-23",Physiology,,0,15.71,15.71
"2026-08-23",Responsibilities,,0,18.33,18.33
"2026-08-24",Time,,1,11.76,12.35
"2026-08-24",Diet,,1,20.0,20.0
"2026-08-24",Physiology,,1,15.71,16.0
"2026-08-24",Responsibilities,,1,18.33,10.43
"2026-08-25",Time,,1,11.76,12.35
"2026-08-25",Diet,,1,20.0,20.0
"2026-08-25",Physiology,,1,15.71,16.0
"2026-08-25",Responsibilities,,1,18.33,10.43
"2026-08-26",Time,,1,11.76,12.35
"2026-08-26",Diet,,1,20.0,20.0
"2026-08-26",Physiology,,1,15.71,16.0
"2026-08-26",Responsibilities,,1,18.33,10.43
"2026-08-27",Time,,1,11.76,12.35
"2026-08-27",Diet,,1,20.0,20.0
"2026-08-27",Physiology,,1,15.71,16.0
"2026-08-27",Responsibilities,,1,18.33,10.43
"2026-08-28",Time,,1,11.76,12.35
"2026-08-28",Diet,,1,20.0,20.0
"2026-08-28",Physiology,,1,15.71,16.0
"2026-08-28",Responsibilities,,1,18.33,10.43
"2026-08-29",Time,,0,11.76,11.76
"2026-08-29",Diet,,0,20.0,20.0
"2026-08-29",Physiology,,0,15.71,15.71
"2026-08-29",Responsibilities,,0,18.33,18.33
"2026-08-30",Time,,0,11.76,11.76
"2026-08-30",Diet,,0,20.0,20.0
"2026-08-30",Physiology,,0,15.71,15.71
"2026-08-30",Responsibilities,,0,18.33,18.33
"2026-08-31",Time,,1,11.76,12.35
"2026-08-31",Diet,,1,20.0,20.0
"2026-08-31",Physiology,,1,15.71,16.0
"2026-08-31",Responsibilities,,1,18.33,10.43
"2026-09-01",Time,,1,11.76,12.35
"2026-09-01",Diet,,1,20.0,20.0
"2026-09-01",Physiology,,1,15.71,16.0
"2026-09-01",Responsibilities,,1,18.33,10.43
"2026-09-02",Time,,1,11.76,12.35
"2026-09-02",Diet,,1,20.0,20.0
"2026-09-02",Physiology,,1,15.71,16.0
"2026-09-02",Responsibilities,,1,18.33,10.43
"2026-09-03",Time,,1,11.76,12.35
"2026-09-03",Diet,,1,20.0,20.0
"2026-09-03",Physiology,,1,15.71,16.0
"2026-09-03",Responsibilities,,1,18.33,10.43
"2026-09-04",Time,,1,11.76,12.35
"2026-09-04",Diet,,1,20.0,20.0
"2026-09-04",Physiology,,1,15.71,16.0
"2026-09-04",Responsibilities,,1,18.33,10.43
"2026-09-05",Time,,0,11.76,11.76
"2026-09-05",Diet,,0,20.0,20.0
"2026-09-05",Physiology,,0,15.71,15.71
"2026-09-05",Responsibilities,,0,18.33,18.33
"2026-09-06",Time,,0,11.76,11.76
"2026-09-06",Diet,,0,20.0,20.0
"2026-09-06",Physiology,,0,15.71,15.71
"2026-09-06",Responsibilities,,0,18.33,18.33
"2026-09-07",Time,,1,11.76,12.35
"2026-09-07",Diet,,1,20.0,20.0
"2026-09-07",Physiology,,1,15.71,16.0
"2026-09-07",Responsibilities,,1,18.33,10.43
"2026-09-08",Time,,1,11.76,12.35
"2026-09-08",Diet,,1,20.0,20.0
"2026-09-08",Physiology,,1,15.71,16.0
"2026-09-08",Responsibilities,,1,18.33,10.43
"2026-09-09",Time,,1,11.76,12.35
"2026-09-09",Diet,,1,20.0,20.0
"2026-09-09",Physiology,,1,15.71,16.0
"2026-09-09",Responsibilities,,1,18.33,10.43
"2026-09-10",Time,,1,11.76,12.35
"2026-09-10",Diet,,1,20.0,20.0
"2026-09-10",Physiology,,1,15.71,16.0
"2026-09-10",Responsibilities,,1,18.33,10.43
"2026-09-11",Time,,1,11.76,12.35
"2026-09-11",Diet,,1,20.0,20.0
"2026-09-11",Physiology,,1,15.71,16.0
"2026-09-11",Responsibilities,,1,18.33,10.43
"2026-09-12",Time,,0,11.76,11.76
"2026-09-12",Diet,,0,20.0,20.0
"2026-09-12",Physiology,,0,15.71,15.71
"2026-09-12",Responsibilities,,0,18.33,18.33
"2026-09-13",Time,,0,11.76,11.76
"2026-09-13",Diet,,0,20.0,20.0
"2026-09-13",Physiology,,0,15.71,15.71
"2026-09-13",Responsibilities,,0,18.33,18.33
"2026-09-14",Time,,1,11.76,12.35
"2026-09-14",Diet,,1,20.0,20.0
"2026-09-14",Physiology,,1,15.71,16.0
"2026-09-14",Responsibilities,,1,18.33,10.43
"2026-09-15",Time,,1,11.76,12.35
"2026-09-15",Diet,,1,20.0,20.0
"2026-09-15",Physiology,,1,15.71,16.0
"2026-09-15",Responsibilities,,1,18.33,10.43
"2026-09-16",Time,,1,11.76,12.35
"2026-09-16",Diet,,1,20.0,20.0
"2026-09-16",Physiology,,1,15.71,16.0
"2026-09-16",Responsibilities,,1,18.33,10.43
"2026-09-17",Time,,1,11.76,12.35
"2026-09-17",Diet,,1,20.0,20.0
"2026-09-17",Physiology,,1,15.71,16.0
"2026-09-17",Responsibilities,,1,18.33,10.43
"2026-09-18",Time,,1,11.76,12.35
"2026-09-18",Diet,,1,20.0,20.0
"2026-09-18",Physiology,,1,15.71,16.0
"2026-09-18",Responsibilities,,1,18.33,10.43
"2026-09-19",Time,,0,11.76,11.76
"2026-09-19",Diet,,0,20.0,20.0
"2026-09-19",Physiology,,0,15.71,15.71
"2026-09-19",Responsibilities,,0,18.33,18.33
"2026-09-20",Time,,0,11.76,11.76
"2026-09-20",Diet,,0,20.0,20.0
"2026-09-20",Physiology,,0,15.71,15.71
"2026-09-20",Responsibilities,,0,18.33,18.33
"2026-09-21",Time,,1,11.76,12.35
"2026-09-21",Diet,,1,20.0,20.0
"2026-09-21",Physiology,,1,15.71,16.0
"2026-09-21",Responsibilities,,1,18.33,10.43
"2026-09-22",Time,,1,11.76,12.35
"2026-09-22",Diet,,1,20.0,20.0
"2026-09-22",Physiology,,1,15.71,16.0
"2026-09-22",Responsibilities,,1,18.33,10.43
"2026-09-23",Time,,1,11.76,12.35
"2026-09-23",Diet,,1,20.0,20.0
"2026-09-23",Physiology,,1,15.71,16.0
"2026-09-23",Responsibilities,,1,18.33,10.43
"2026-09-24",Time,,1,11.76,12.35
"2026-09-24",Diet,,1,20.0,20.0
"2026-09-24",Physiology,,1,15.71,16.0
"2026-09-24",Responsibilities,,1,18.33,10.43
"2026-09-25",Time,,1,11.76,12.35
"2026-09-25",Diet,,1,20.0,20.0
"2026-09-25",Physiology,,1,15.71,16.0
"2026-09-25",Responsibilities,,1,18.33,10.43
"2026-09-26",Time,,0,11.76,11.76
"2026-09-26",Diet,,0,20.0,20.0
"2026-09-26",Physiology,,0,15.71,15.71
"2026-09-26",Responsibilities,,0,18.33,18.33
"2026-09-27",Time,,0,11.76,11.76
"2026-09-27",Diet,,0,20.0,20.0
"2026-09-27",Physiology,,0,15.71,15.71
"2026-09-27",Responsibilities,,0,18.33,18.33
"2026-09-28",Time,,1,11.76,12.35
"2026-09-28",Diet,,1,20.0,20.0
"2026-09-28",Physiology,,1,15.71,16.0
"2026-09-28",Responsibilities,,1,18.33,10.43
"2026-09-29",Time,,1,11.76,12.35
"2026-09-29",Diet,,1,20.0,20.0
"2026-09-29",Physiology,,1,15.71,16.0
"2026-09-29",Responsibilities,,1,18.33,10.43
"2026-09-30",Time,,1,11.76,12.35
"2026-09-30",Diet,,1,20.0,20.0
"2026-09-30",Physiology,,1,15.71,16.0
"2026-09-30",Responsibilities,,1,18.33,10.43
"2026-10-01",Time,,1,11.76,12.35
"2026-10-01",Diet,,1,20.0,20.0
"2026-10-01",Physiology,,1,15.71,16.0
"2026-10-01",Responsibilities,,1,18.33,10.43
"2026-10-02",Time,,1,11.76,12.35
"2026-10-02",Diet,,1,20.0,20.0
"2026-10-02",Physiology,,1,15.71,16.0
"2026-10-02",Responsibilities,,1,18.33,10.43
"2026-10-03",Time,,0,11.76,11.76
"2026-10-03",Diet,,0,20.0,20.0
"2026-10-03",Physiology,,0,15.71,15.71
"2026-10-03",Responsibilities,,0,18.33,18.33
"2026-10-04",Time,,0,11.76,11.76
"2026-10-04",Diet,,0,20.0,20.0
"2026-10-04",Physiology,,0,15.71,15.71
"2026-10-04",Responsibilities,,0,18.33,18.33
"2026-10-05",Time,,1,11.76,12.35
"2026-10-05",Diet,,1,20.0,20.0
"2026-10-05",Physiology,,1,15.71,16.0
"2026-10-05",Responsibilities,,1,18.33,10.43
"2026-10-06",Time,,1,11.76,12.35
"2026-10-06",Diet,,1,20.0,20.0
"2026-10-06",Physiology,,1,15.71,16.0
"2026-10-06",Responsibilities,,1,18.33,10.43
"2026-10-07",Time,,1,11.76,12.35
"2026-10-07",Diet,,1,20.0,20.0
"2026-10-07",Physiology,,1,15.71,16.0
"2026-10-07",Responsibilities,,1,18.33,10.43
"2026-10-08",Time,,1,11.76,12.35
"2026-10-08",Diet,,1,20.0,20.0
"2026-10-08",Physiology,,1,15.71,16.0
"2026-10-08",Responsibilities,,1,18.33,10.43
"2026-10-09",Time,,1,11.76,12.35
"2026-10-09",Diet,,1,20.0,20.0
"2026-10-09",Physiology,,1,15.71,16.0
"2026-10-09",Responsibilities,,1,18.33,10.43
"2026-10-10",Time,,0,11.76,11.76
"2026-10-10",Diet,,0,20.0,20.0
"2026-10-10",Physiology,,0,15.71,15.71
"2026-10-10",Responsibilities,,0,18.33,18.33
"2026-10-11",Time,,0,11.76,11.76
"2026-10-11",Diet,,0,20.0,20.0
"2026-10-11",Physiology,,0,15.71,15.71
"2026-10-11",Responsibilities,,0,18.33,18.33
"2026-10-12",Time,,1,11.76,12.35
"2026-10-12",Diet,,1,20.0,20.0
"2026-10-12",Physiology,,1,15.71,16.0
"2026-10-12",Responsibilities,,1,18.33,10.43
"2026-10-13",Time,,1,11.76,12.35
"2026-10-13",Diet,,1,20.0,20.0
"2026-10-13",Physiology,,1,15.71,16.0
"2026-10-13",Responsibilities,,1,18.33,10.43
"2026-10-14",Time,,1,11.76,12.35
"2026-10-14",Diet,,1,20.0,20.0
"2026-10-14",Physiology,,1,15.71,16.0
"2026-10-14",Responsibilities,,1,18.33,10.43
"2026-10-15",Time,,1,11.76,12.35
"2026-10-15",Diet,,1,20.0,20.0
"2026-10-15",Physiology,,1,15.71,16.0
"2026-10-15",Responsibilities,,1,18.33,10.43
"2026-10-16",Time,,1,11.76,12.35
"2026-10-16",Diet,,1,20.0,20.0
"2026-10-16",Physiology,,1,15.71,16.0
"2026-10-16",Responsibilities,,1,18.33,10.43
"2026-10-17",Time,,0,11.76,11.76
"2026-10-17",Diet,,0,20.0,20.0
"2026-10-17",Physiology,,0,15.71,15.71
"2026-10-17",Responsibilities,,0,18.33,18.33
"2026-10-18",Time,,0,11.76,11.76
"2026-10-18",Diet,,0,20.0,20.0
"2026-10-18",Physiology,,0,15.71,15.71
"2026-10-18",Responsibilities,,0,18.33,18.33
"2026-10-19",Time,,1,11.76,12.35
"2026-10-19",Diet,,1,20.0,20.0
"2026-10-19",Physiology,,1,15.71,16.0
"2026-10-19",Responsibilities,,1,18.33,10.43
"2026-10-20",Time,,1,11.76,12.35
"2026-10-20",Diet,,1,20.0,20.0
"2026-10-20",Physiology,,1,15.71,16.0
"2026-10-20",Responsibilities,,1,18.33,10.43
"2026-10-21",Time,,1,11.76,12.35
"2026-10-21",Diet,,1,20.0,20.0
"2026-10-21",Physiology,,1,15.71,16.0
"2026-10-21",Responsibilities,,1,18.33,10.43
"2026-10-22",Time,,1,11.76,12.35
"2026-10-22",Diet,,1,20.0,20.0
"2026-10-22",Physiology,,1,15.71,16.0
"2026-10-22",Responsibilities,,1,18.33,10.43
"2026-10-23",Time,,1,11.76,12.35
"2026-10-23",Diet,,1,20.0,20.0
"2026-10-23",Physiology,,1,15.71,16.0
"2026-10-23",Responsibilities,,1,18.33,10.43
"2026-10-24",Time,,0,11.76,11.76
"2026-10-24",Diet,,0,20.0,20.0
"2026-10-24",Physiology,,0,15.71,15.71
"2026-10-24",Responsibilities,,0,18.33,18.33
"2026-10-25",Time,,0,11.76,11.76
"2026-10-25",Diet,,0,20.0,20.0
"2026-10-25",Physiology,,0,15.71,15.71
"2026-10-25",Responsibilities,,0,18.33,18.33
"2026-10-26",Time,,1,11.76,12.35
"2026-10-26",Diet,,1,20.0,20.0
"2026-10-26",Physiology,,1,15.71,16.0
"2026-10-26",Responsibilities,,1,18.33,10.43
"2026-10-27",Time,,1,11.76,12.35
"2026-10-27",Diet,,1,20.0,20.0
"2026-10-27",Physiology,,1,15.71,16.0
"2026-10-27",Responsibilities,,1,18.33,10.43
"2026-10-28",Time,,1,11.76,12.35
"2026-10-28",Diet,,1,20.0,20.0
"2026-10-28",Physiology,,1,15.71,16.0
"2026-10-28",Responsibilities,,1,18.33,10.43
"2026-10-29",Time,,1,11.76,12.35
"2026-10-29",Diet,,1,20.0,20.0
"2026-10-29",Physiology,,1,15.71,16.0
"2026-10-29",Responsibilities,,1,18.33,10.43
"2026-10-30",Time,,1,11.76,12.35
"2026-10-30",Diet,,1,20.0,20.0
"2026-10-30",Physiology,,1,15.71,16.0
"2026-10-30",Responsibilities,,1,18.33,10.43
"2026-10-31",Time,,0,11.76,11.76
"2026-10-31",Diet,,0,20.0,20.0
"2026-10-31",Physiology,,0,15.71,15.71
"2026-10-31",Responsibilities,,0,18.33,18.33
"2026-11-01",Time,,0,11.76,11.76
"2026-11-01",Diet,,0,20.0,20.0
"2026-11-01",Physiology,,0,15.71,15.71
"2026-11-01",Responsibilities,,0,18.33,18.33
"2026-11-02",Time,,1,11.76,12.35
"2026-11-02",Diet,,1,20.0,20.0
"2026-11-02",Physiology,,1,15.71,16.0
"2026-11-02",Responsibilities,,1,18.33,10.43
"2026-11-03",Time,,1,11.76,12.35
"2026-11-03",Diet,,1,20.0,20.0
"2026-11-03",Physiology,,1,15.71,16.0
"2026-11-03",Responsibilities,,1,18.33,10.43
"2026-11-04",Time,,1,11.76,12.35
"2026-11-04",Diet,,1,20.0,20.0
"2026-11-04",Physiology,,1,15.71,16.0
"2026-11-04",Responsibilities,,1,18.33,10.43
"2026-11-05",Time,,1,11.76,12.35
"2026-11-05",Diet,,1,20.0,20.0
"2026-11-05",Physiology,,1,15.71,16.0
"2026-11-05",Responsibilities,,1,18.33,10.43
"2026-11-06",Time,,1,11.76,12.35
"2026-11-06",Diet,,1,20.0,20.0
"2026-11-06",Physiology,,1,15.71,16.0
"2026-11-06",Responsibilities,,1,18.33,10.43
"2026-11-07",Time,,0,11.76,11.76
"2026-11-07",Diet,,0,20.0,20.0
"2026-11-07",Physiology,,0,15.71,15.71
"2026-11-07",Responsibilities,,0,18.33,18.33
"2026-11-08",Time,,0,11.76,11.76
"2026-11-08",Diet,,0,20.0,20.0
"2026-11-08",Physiology,,0,15.71,15.71
"2026-11-08",Responsibilities,,0,18.33,18.33
"2026-11-09",Time,,1,11.76,12.35
"2026-11-09",Diet,,1,20.0,20.0
"2026-11-09",Physiology,,1,15.71,16.0
"2026-11-09",Responsibilities,,1,18.33,10.43
"2026-11-10",Time,,1,11.76,12.35
"2026-11-10",Diet,,1,20.0,20.0
"2026-11-10",Physiology,,1,15.71,16.0
"2026-11-10",Responsibilities,,1,18.33,10.43
"2026-11-11",Time,,1,11.76,12.35
"2026-11-11",Diet,,1,20.0,20.0
"2026-11-11",Physiology,,1,15.71,16.0
"2026-11-11",Responsibilities,,1,18.33,10.43
"2026-11-12",Time,,1,11.76,12.35
"2026-11-12",Diet,,1,20.0,20.0
"2026-11-12",Physiology,,1,15.71,16.0
"2026-11-12",Responsibilities,,1,18.33,10.43
"2026-11-13",Time,,1,11.76,12.35
"2026-11-13",Diet,,1,20.0,20.0
"2026-11-13",Physiology,,1,15.71,16.0
"2026-11-13",Responsibilities,,1,18.33,10.43
"2026-11-14",Time,,0,11.76,11.76
"2026-11-14",Diet,,0,20.0,20.0
"2026-11-14",Physiology,,0,15.71,15.71
"2026-11-14",Responsibilities,,0,18.33,18.33
"2026-11-15",Time,,0,11.76,11.76
"2026-11-15",Diet,,0,20.0,20.0
"2026-11-15",Physiology,,0,15.71,15.71
"2026-11-15",Responsibilities,,0,18.33,18.33
"2026-11-16",Time,,1,11.76,12.35
"2026-11-16",Diet,,1,20.0,20.0
"2026-11-16",Physiology,,1,15.71,16.0
"2026-11-16",Responsibilities,,1,18.33,10.43
"2026-11-17",Time,,1,11.76,12.35
"2026-11-17",Diet,,1,20.0,20.0
"2026-11-17",Physiology,,1,15.71,16.0
"2026-11-17",Responsibilities,,1,18.33,10.43
"2026-11-18",Time,,1,11.76,12.35
"2026-11-18",Diet,,1,20.0,20.0
"2026-11-18",Physiology,,1,15.71,16.0
"2026-11-18",Responsibilities,,1,18.33,10.43
"2026-11-19",Time,,1,11.76,12.35
"2026-11-19",Diet,,1,20.0,20.0
"2026-11-19",Physiology,,1,15.71,16.0
"2026-11-19",Responsibilities,,1,18.33,10.43
"2026-11-20",Time,,1,11.76,12.35
"2026-11-20",Diet,,1,20.0,20.0
"2026-11-20",Physiology,,1,15.71,16.0
"2026-11-20",Responsibilities,,1,18.33,10.43
"2026-11-21",Time,,0,11.76,11.76
"2026-11-21",Diet,,0,20.0,20.0
"2026-11-21",Physiology,,0,15.71,15.71
"2026-11-21",Responsibilities,,0,18.33,18.33
"2026-11-22",Time,,0,11.76,11.76
"2026-11-22",Diet,,0,20.0,20.0
"2026-11-22",Physiology,,0,15.71,15.71
"2026-11-22",Responsibilities,,0,18.33,18.33
"2026-11-23",Time,,1,11.76,12.35
"2026-11-23",Diet,,1,20.0,20.0
"2026-11-23",Physiology,,1,15.71,16.0
"2026-11-23",Responsibilities,,1,18.33,10.43
"2026-11-24",Time,,1,11.76,12.35
"2026-11-24",Diet,,1,20.0,20.0
"2026-11-24",Physiology,,1,15.71,16.0
"2026-11-24",Responsibilities,,1,18.33,10.43
"2026-11-25",Time,,1,11.76,12.35
"2026-11-25",Diet,,1,20.0,20.0
"2026-11-25",Physiology,,1,15.71,16.0
"2026-11-25",Responsibilities,,1,18.33,10.43
"2026-11-26",Time,,1,11.76,12.35
"2026-11-26",Diet,,1,20.0,20.0
"2026-11-26",Physiology,,1,15.71,16.0
"2026-11-26",Responsibilities,,1,18.33,10.43
"2026-11-27",Time,,1,11.76,12.35
"2026-11-27",Diet,,1,20.0,20.0
"2026-11-27",Physiology,,1,15.71,16.0
"2026-11-27",Responsibilities,,1,18.33,10.43
"2026-11-28",Time,,0,11.76,11.76
"2026-11-28",Diet,,0,20.0,20.0
"2026-11-28",Physiology,,0,15.71,15.71
"2026-11-28",Responsibilities,,0,18.33,18.33
"2026-11-29",Time,,0,11.76,11.76
"2026-11-29",Diet,,0,20.0,20.0
"2026-11-29",Physiology,,0,15.71,15.71
"2026-11-29",Responsibilities,,0,18.33,18.33
"2026-11-30",Time,,1,11.76,12.35
"2026-11-30",Diet,,1,20.0,20.0
"2026-11-30",Physiology,,1,15.71,16.0
"2026-11-30",Responsibilities,,1,18.33,10.43
"2026-12-01",Time,,1,11.76,12.35
"2026-12-01",Diet,,1,20.0,20.0
"2026-12-01",Physiology,,1,15.71,16.0
"2026-12-01",Responsibilities,,1,18.33,10.43
"2026-12-02",Time,,1,11.76,12.35
"2026-12-02",Diet,,1,20.0,20.0
"2026-12-02",Physiology,,1,15.71,16.0
"2026-12-02",Responsibilities,,1,18.33,10.43
"2026-12-03",Time,,1,11.76,12.35
"2026-12-03",Diet,,1,20.0,20.0
"2026-12-03",Physiology,,1,15.71,16.0
"2026-12-03",Responsibilities,,1,18.33,10.43
"2026-12-04",Time,,1,11.76,12.35
"2026-12-04",Diet,,1,20.0,20.0
"2026-12-04",Physiology,,1,15.71,16.0
"2026-12-04",Responsibilities,,1,18.33,10.43
"2026-12-05",Time,,0,11.76,11.76
"2026-12-05",Diet,,0,20.0,20.0
"2026-12-05",Physiology,,0,15.71,15.71
"2026-12-05",Responsibilities,,0,18.33,18.33
"2026-12-06",Time,,0,11.76,11.76
"2026-12-06",Diet,,0,20.0,20.0
"2026-12-06",Physiology,,0,15.71,15.71
"2026-12-06",Responsibilities,,0,18.33,18.33
"2026-12-07",Time,,1,11.76,12.35
"2026-12-07",Diet,,1,20.0,20.0
"2026-12-07",Physiology,,1,15.71,16.0
"2026-12-07",Responsibilities,,1,18.33,10.43
"2026-12-08",Time,,1,11.76,12.35
"2026-12-08",Diet,,1,20.0,20.0
"2026-12-08",Physiology,,1,15.71,16.0
"2026-12-08",Responsibilities,,1,18.33,10.43
"2026-12-09",Time,,1,11.76,12.35
"2026-12-09",Diet,,1,20.0,20.0
"2026-12-09",Physiology,,1,15.71,16.0
"2026-12-09",Responsibilities,,1,18.33,10.43
"2026-12-10",Time,,1,11.76,12.35
"2026-12-10",Diet,,1,20.0,20.0
"2026-12-10",Physiology,,1,15.71,16.0
"2026-12-10",Responsibilities,,1,18.33,10.43
"2026-12-11",Time,,1,11.76,12.35
"2026-12-11",Diet,,1,20.0,20.0
"2026-12-11",Physiology,,1,15.71,16.0
"2026-12-11",Responsibilities,,1,18.33,10.43
"2026-12-12",Time,,0,11.76,11.76
"2026-12-12",Diet,,0,20.0,20.0
"2026-12-12",Physiology,,0,15.71,15.71
"2026-12-12",Responsibilities,,0,18.33,18.33
"2026-12-13",Time,,0,11.76,11.76
"2026-12-13",Diet,,0,20.0,20.0
"2026-12-13",Physiology,,0,15.71,15.71
"2026-12-13",Responsibilities,,0,18.33,18.33
"2026-12-14",Time,,1,11.76,12.35
"2026-12-14",Diet,,1,20.0,20.0
"2026-12-14",Physiology,,1,15.71,16.0
"2026-12-14",Responsibilities,,1,18.33,10.43
"2026-12-15",Time,,1,11.76,12.35
"2026-12-15",Diet,,1,20.0,20.0
"2026-12-15",Physiology,,1,15.71,16.0
"2026-12-15",Responsibilities,,1,18.33,10.43
"2026-12-16",Time,,1,11.76,12.35
"2026-12-16",Diet,,1,20.0,20.0
"2026-12-16",Physiology,,1,15.71,16.0
"2026-12-16",Responsibilities,,1,18.33,10.43
"2026-12-17",Time,,1,11.76,12.35
"2026-12-17",Diet,,1,20.0,20.0
